molecule,odor
CC/C=C/CCOC(=O)/C(=C\C)/C,"SubString{String}[""green"", ""vegetable"", ""fruity"", ""herbal""]"
C1=CC=C(C=C1)CCCOC(=O)/C=C\C2=CC=CC=C2,"SubString{String}[""fruity"", ""balsamic"", ""rose"", ""sweet""]"
C/C=C\C(=O)OCC(C)C,"SubString{String}[""fruity"", ""apple"", ""pineapple"", ""rum""]"
C/C(=C/C1=CC=CO1)/C=O,"SubString{String}[""cinnamon"", ""spicy""]"
C/C=C/C(C)C(=O)O,"SubString{String}[""fruity"", ""hazelnut"", ""cheesy""]"
CC(=CCC/C(=C\CS)/C)C,"SubString{String}[""green"", ""fruity"", ""catty"", ""berry"", ""sulfurous"", ""grapefruit"", ""mint""]"
CC(C)/C=C(/C=O)\C1=CC=CC=C1,"SubString{String}[""floral""]"
C/C=C(\CSC)/C=O,"SubString{String}[""potato""]"
CCC/C=C/C(=O)OCCC,"SubString{String}[""green"", ""fruity"", ""fresh""]"
CC/C=C/CCC1(CCC(=O)O1)C,"SubString{String}[""floral"", ""jasmine"", ""coconut""]"
CCC/C=C/C=C/CO,"SubString{String}[""fatty"", ""chicken"", ""melon""]"
C/C=C(\C)/COC(=O)C,"SubString{String}[""green"", ""fruity"", ""banana""]"
CCCCCC(=O)OC/C=C\CCC,"SubString{String}[""green"", ""fruity"", ""apple"", ""pear""]"
CCCCC/C=C\C(=O)OCCCC,"SubString{String}[""green"", ""oily"", ""fruity"", ""pear""]"
CC1=CCCC(C1/C=C\C(C)C=O)(C)C,"SubString{String}[""woody"", ""orris""]"
CC/C=C/CCOC(=O)OC,"SubString{String}[""green"", ""violet""]"
CCC/C=C/CCOC(=O)C(C)C,"SubString{String}[""green"", ""fruity"", ""apple""]"
CC1=CCC(C1(C)C)/C=C\C(C)C(C)O,"SubString{String}[""musk""]"
C/C=C(\C)/C(=O)OC1CC(CCC1C(C)C)C,"SubString{String}[""fruity"", ""floral"", ""sweet"", ""herbal""]"
CCC(C)COC(=O)/C=C/C1=CC=CC=C1,"SubString{String}[""fruity"", ""cocoa"", ""berry"", ""balsamic"", ""floral"", ""sweet""]"
CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OCC)O,"SubString{String}[""oily"", ""fatty""]"
CC1CC(OC(O1)/C=C(\C)/CCC=C(C)C)(C)C,"SubString{String}[""oily"", ""lemon"", ""citrus"", ""herbal""]"
CC(=CCC/C(=C/C1OCC(O1)CO)/C)C,"SubString{String}[""lemon""]"
C/C=C/C=C/1\C(=CC(=O)CC1(C)C)C,"SubString{String}[""hay"", ""fruity"", ""tobacco"", ""woody"", ""dry""]"
CCCCC/C=C\C=C\C(=O)OCCC,"SubString{String}[""tropical"", ""waxy"", ""pear""]"
CCCCC/C=C\C=C\C(=O)OCCCC,"SubString{String}[""green"", ""fruity"", ""fatty"", ""pear""]"
C/C=C/CCC1CCCC(=O)O1,"SubString{String}[""apricot"", ""oily"", ""fruity"", ""peach"", ""floral""]"
CC/C=C(/C=O)\C1=CC=CC=C1,"SubString{String}[""honey"", ""cocoa"", ""floral""]"
CCCCCC(=O)OC/C=C/CC,"SubString{String}[""green"", ""fruity"", ""banana"", ""tropical"", ""waxy""]"
CCC(C)(CCC=C(C)C)OC(=O)C,"SubString{String}[""fruity"", ""floral"", ""sweet"", ""citrus""]"
CCOC(C)OCC1=CC=CC=C1,"SubString{String}[""green"", ""fruity"", ""sweet""]"
CCCCCCCC/C=C/C=C/C=O,"SubString{String}[""fatty""]"
CC(=CCC/C(=C/C(=O)C)/C)C,"SubString{String}[""rose"", ""citrus"", ""fruity"", ""fresh"", ""lemon"", ""grapefruit""]"
CCCC/C(=C/C)/C=O,"SubString{String}[""roasted"", ""fatty"", ""hazelnut"", ""sweet""]"
CCC[C@@H]1CCO[C@H](S1)C,"SubString{String}[""green"", ""fruity"", ""sulfurous""]"
C[C@H]1C(=N[C@H](O1)C)C,"SubString{String}[""vegetable"", ""green"", ""nutty"", ""cocoa"", ""woody"", ""musty""]"
CCCC[C@@H](C)C(=O)O,"SubString{String}[""fatty"", ""fruity"", ""sour"", ""cheesy""]"
CCCCC[C@@H](C)C(=O)O,"SubString{String}[""sour"", ""oily"", ""fatty"", ""cheesy""]"
C[C@@H](CC=C)C(=O)O,"SubString{String}[""strawberry"", ""cheesy""]"
C[C@@H]1CC(CC(=O)C1=O)(C)C,"SubString{String}[""tea"", ""caramellic"", ""musty"", ""sweet""]"
C[C@@H]1CCC2=C1N=CCN2,"SubString{String}[""roasted"", ""earthy"", ""nutty"", ""hazelnut"", ""potato""]"
CC[C@@H](C)SS[C@@H](C)CC,"SubString{String}[""vegetable"", ""meaty"", ""green"", ""alliaceous"", ""savory"", ""sulfurous""]"
CCCCCCC(=O)OC(C)CCC,"SubString{String}[""apple"", ""green"", ""oily"", ""fruity"", ""banana"", ""pear"", ""winey""]"
C=CCSSSSSSCC=C,"SubString{String}[""roasted"", ""alliaceous"", ""garlic"", ""savory"", ""onion"", ""sulfurous""]"
C=CCSSSSSCC=C,"SubString{String}[""roasted"", ""alliaceous"", ""garlic"", ""savory"", ""onion"", ""sulfurous""]"
CC1CCC(C(C1)OC(=O)CCC(=O)O)C(C)C,"SubString{String}[""odorless""]"
CCCCCCC(O)S,"SubString{String}[""fruity"", ""tropical"", ""vegetable""]"
CCCC(=S)OCC,"SubString{String}[""fruity"", ""cocoa"", ""cheesy""]"
C1COC(=O)C1CC=O,"SubString{String}[""burnt"", ""caramellic""]"
CCCCNC1=CC=CC=C1C(=O)OC,"SubString{String}[""grape""]"
CCOC(CS)OCC,"SubString{String}[""meaty""]"
CCCCCCC1=CCC(=O)O1,"SubString{String}[""fruity"", ""fatty"", ""dairy""]"
CCC(=O)N1CCC=C1,"SubString{String}[""nutty"", ""bread"", ""popcorn"", ""roasted""]"
C[C@@H]1CC[C@@H]2[C@]13CCC(=C)[C@H](C3)C2(C)C,"SubString{String}[""woody"", ""fatty"", ""sweet""]"
CC(C)CCCCCCCCCCCCCC=O,"SubString{String}[""fatty""]"
CCCCC(C(=O)OC)OC(=O)C,"SubString{String}[""fruity"", ""apple"", ""pineapple""]"
CCCCC/C=C\CCCC(=O)O,"SubString{String}[""green"", ""fatty"", ""waxy"", ""dairy""]"
CC(C)(C)C(=O)OCC=C,"SubString{String}[""green"", ""fruity"", ""tropical"", ""herbal""]"
C=CC1=C(CCCC1)C=O,"SubString{String}[""green"", ""fruity""]"
CCCCCCCC(=S)OC,"SubString{String}[""cabbage"", ""cheesy""]"
CC(=O)OCCCCCCCS,"SubString{String}[""citrus"", ""fruity"", ""tea"", ""peach""]"
CCCCCCCCCC(=S)OC,"SubString{String}[""cabbage""]"
CCCCCCCCCCCCC(C)C=O,"SubString{String}[""fatty"", ""beefy"", ""meaty""]"
C/C(=C\C=O)/CCC1CC1(C)C,"SubString{String}[""lemon""]"
CC(CCC=C(C)C)CC1OCCO1,"SubString{String}[""green"", ""floral"", ""sweet"", ""herbal""]"
CCCCCC(C=O)SC,"SubString{String}[""roasted"", ""citrus"", ""green"", ""tropical"", ""savory"", ""sulfurous""]"
CCCCCC(=O)OC(C)CC,"SubString{String}[""fruity""]"
CCCCSSSCCCC,"SubString{String}[""onion"", ""garlic""]"
CCCCCOC(C)OC,"SubString{String}[""vegetable"", ""alcoholic"", ""ethereal"", ""green"", ""cognac""]"
CCCCOC(C)OC,"SubString{String}[""vegetable"", ""alcoholic"", ""ethereal"", ""green"", ""cognac""]"
CCCOC(CC(C)C)OCCC,"SubString{String}[""ethereal"", ""malty"", ""green"", ""fruity"", ""cocoa"", ""fermented""]"
CCCCCCCCCC(=O)OC1CC(CCC1C(C)C)C,"SubString{String}[""floral"", ""mint"", ""herbal""]"
CCCCCCCCCCC(C(=O)C)C(=O)OCC,"SubString{String}[""waxy"", ""fruity"", ""floral""]"
CSCC1=CC=CS1,"SubString{String}[""alliaceous"", ""savory"", ""onion"", ""sulfurous"", ""mushroom""]"
CCOC(C1=CC=CC=C1)OC,"SubString{String}[""green"", ""almond""]"
CC1=C(OC=C1)CS,"SubString{String}[""sulfurous"", ""coffee"", ""roasted""]"
C/C=C/C(=O)[C@@H]1[C@H](C=CCC1(C)C)C,"SubString{String}[""black"", ""currant"", ""fruity"", ""rose""]"
CCNC1=CC=CC=C1C(=O)OC,"SubString{String}[""grape"", ""citrus""]"
CCC(COC(=O)C)C(=O)OCC,"SubString{String}[""fruity"", ""apple"", ""pineapple"", ""tropical""]"
CCCCCCCCC(C(=O)OCC)O,"SubString{String}[""fruity""]"
CCC(C(=O)OCC)S,"SubString{String}[""green"", ""fruity"", ""tropical"", ""grape"", ""black"", ""currant"", ""sweet""]"
CCC(=O)C(C1=CC=CC=C1)O,"SubString{String}[""creamy"", ""caramellic"", ""floral"", ""sweet""]"
CCCCCC1C(=C(C(=O)O1)C)C,"SubString{String}[""green"", ""tea""]"
CCOC(=O)CC(C)(OCC)OCC,"SubString{String}[""fruity"", ""apple"", ""fresh""]"
CCC/C=C/CC(=O)C,"SubString{String}[""spicy"", ""green"", ""fatty"", ""earthy"", ""fruity"", ""dairy"", ""herbal""]"
CCOC(=O)C1=CC=CC=C1CO,"SubString{String}[""animal"", ""floral""]"
CC1=CC=C(C=C1)C2C(O2)C(=O)OC,"SubString{String}[""fruity"", ""sweet"", ""berry""]"
CCCCOC(CC(C)C)OCCCC,"SubString{String}[""malty"", ""green"", ""fruity"", ""cocoa"", ""fermented"", ""herbal""]"
CC(=O)C1=CNCCS1,"SubString{String}[""nutty"", ""popcorn"", ""roasted""]"
CCC(C(=O)OC)OC(=O)C,"SubString{String}[""fruity"", ""apple"", ""pineapple"", ""tropical""]"
CCCCCCC(=O)C(=O)CC,"SubString{String}[""hay"", ""caramellic"", ""tea"", ""green"", ""fruity""]"
CCCCC(=O)CCO,"SubString{String}[""green"", ""pungent"", ""roasted"", ""cheesy""]"
CCCCCC1C(O1)C=O,"SubString{String}[""fatty"", ""aldehydic"", ""citrus""]"
CC(C)C(=S)OC,"SubString{String}[""sulfurous"", ""fruity""]"
CCCC/C=C\CC=O,"SubString{String}[""green"", ""fruity"", ""fresh""]"
CCCC/C=C\CCCC=O,"SubString{String}[""citrus"", ""green"", ""fatty"", ""fruity"", ""melon"", ""fresh""]"
CC[C@@H](C)CCCCCCCCC=O,"SubString{String}[""fatty"", ""waxy"", ""citrus""]"
CCC(C)C(=S)OC,"SubString{String}[""ripe"", ""vegetable"", ""fruity"", ""tropical"", ""sulfurous"", ""cheesy""]"
CCCCOC(=O)C(C)S,"SubString{String}[""vegetable"", ""meaty"", ""fruity"", ""tropical"", ""brothy"", ""sulfurous""]"
CCC(C(=O)OC)S,"SubString{String}[""green"", ""fruity"", ""tropical"", ""black"", ""currant"", ""sweet""]"
CCC(=O)C(C)(C(=O)OCC)O,"SubString{String}[""sour"", ""milky"", ""sweet"", ""buttery""]"
CCCC(=O)C(C)(C(=O)OCC)O,"SubString{String}[""sour"", ""fruity"", ""sweet"", ""buttery""]"
C/C(=C\CCC(=C)C=C)/C=O,"SubString{String}[""green"", ""fruity"", ""fresh""]"
CC(C)CC1N=CCS1,"SubString{String}[""green""]"
CCCCCCOC(=O)CCC(=O)C,"SubString{String}[""fruity"", ""winey"", ""caramellic"", ""warm""]"
CC(=O)C(=O)OCC=C,"SubString{String}[""caramellic"", ""ethereal"", ""fruity"", ""burnt"", ""sweet"", ""rum""]"
CCCCCCCCCCC(C(=O)OC)OC(=O)C,"SubString{String}[""fatty"", ""peach"", ""buttery""]"
CC(C)(C1=CC=CC=C1)OC=O,"SubString{String}[""fruity"", ""floral""]"
CC(=O)OCCCCS,"SubString{String}[""alliaceous"", ""fruity"", ""hazelnut"", ""pungent"", ""cheesy""]"
CCOC(=O)C(C)CS,"SubString{String}[""sulfurous"", ""fruity"", ""tropical""]"
C1=CC=C(C=C1)CCC(=O)C2=CC=CN2,"SubString{String}[""caramellic"", ""vanilla""]"
CSC/C(=C/C1=CC=CC=C1)/C=O,"SubString{String}[""green"", ""cabbage"", ""onion"", ""vegetable""]"
CCCC(=O)OC1=C(OC=CC1=O)CC,"SubString{String}[""fruity"", ""caramellic"", ""berry""]"
CCCCCCCCCCCCCCCCCC(=O)OC1CC(CCC1C(C)C)C,"SubString{String}[""waxy"", ""odorless""]"
CCCC(=O)OC1CC(CC=C1C)C(=C)C,"SubString{String}[""fruity"", ""herbal"", ""mint""]"
CC1(CSSSS1)C,"SubString{String}[""garlic"", ""onion"", ""sulfurous""]"
CCCC(=O)CSC,"SubString{String}[""vegetable"", ""fruity"", ""sulfurous"", ""sweet""]"
CC1C2=C(C=CC=C2OC1=O)C,"SubString{String}[""hay"", ""coconut"", ""sweet"", ""coumarinic""]"
CCCOS(=S)C,"SubString{String}[""garlic"", ""fresh""]"
CC(=O)OC(C1=CC=CC=C1)O,"SubString{String}[""green"", ""phenolic"", ""floral""]"
CC1(CCOCS1)C,"SubString{String}[""spicy"", ""meaty"", ""fruity"", ""tropical"", ""herbal"", ""sulfurous""]"
CC(C)CCC(=O)OCC=C,"SubString{String}[""fatty"", ""fruity"", ""apple"", ""pineapple""]"
CCC(C)COC(=O)CC(C(=O)OCC(C)CC)O,"SubString{String}[""oily"", ""fruity"", ""fatty"", ""fermented"", ""winey""]"
CCC(C)C(=O)OCCCCO,"SubString{String}[""fruity""]"
CC(C)CCCCOC(=O)C(C)C,"SubString{String}[""oily"", ""fruity"", ""winey"", ""herbal""]"
CCCC(=O)OCCCCO,"SubString{String}[""fruity""]"
CCCC(=O)OC1=CC=CO1,"SubString{String}[""strawberry"", ""caramellic"", ""buttery""]"
CCC(CS)C(=O)OCC,"SubString{String}[""ripe"", ""fruity"", ""tropical"", ""sweet""]"
CCC(C)C(=O)S,"SubString{String}[""sulfurous"", ""fruity"", ""cheesy""]"
CCCC(=O)OC(C)CC1=CC=CC=C1,"SubString{String}[""spicy"", ""floral""]"
CCCCC1C(O1)C=O,"SubString{String}[""green"", ""grassy"", ""citrus""]"
CCC(OCC(C)C)OCC(C)C,"SubString{String}[""green"", ""fermented"", ""alcoholic"", ""ethereal""]"
CCC(OCC)OCC(C)C,"SubString{String}[""green"", ""cognac"", ""ethereal""]"
CCC(OC)OCC,"SubString{String}[""cognac"", ""ethereal"", ""brandy""]"
CCCCC(O)S,"SubString{String}[""citrus"", ""green"", ""catty"", ""brothy"", ""grapefruit""]"
CCC(C)C(=O)OCC1=CC=CO1,"SubString{String}[""fruity""]"
CCCCCCC=CC=C,"SubString{String}[""green"", ""oily"", ""gasoline"", ""herbal""]"
CCC1=CN=C(C=N1)C(=O)C,"SubString{String}[""nutty"", ""popcorn""]"
CCCCCCCCCCCC(=O)OCCC(C)CCC=C(C)C,"SubString{String}[""waxy"", ""floral"", ""odorless""]"
CC1=NC(=CS1)CC(C)C,"SubString{String}[""green"", ""fruity"", ""nutty"", ""tropical""]"
CCCCSSS,"SubString{String}[""radish"", ""onion"", ""horseradish""]"
CC(C1=CC=CO1)SC,"SubString{String}[""onion"", ""coffee""]"
CCC(C)C(=S)OCC,"SubString{String}[""ripe"", ""vegetable"", ""fruity"", ""earthy"", ""tropical"", ""sulfurous"", ""cheesy""]"
CC(=C(C)C1CCCCO1)C,"SubString{String}[""herbal"", ""fresh"", ""camphoreous""]"
CCCCC1(CCCCC1)OC(=O)C,"SubString{String}[""woody"", ""fruity"", ""floral""]"
CC(=CCC/C(=C/C(C)(C)O)/C)C,"SubString{String}[""pine"", ""earthy"", ""melon"", ""herbal""]"
CCCCCC(OCCCCC)OCCCCC,"SubString{String}[""green"", ""oily"", ""apple"", ""cognac""]"
CCCCCCOC(=O)/C=C/C=C/C,"SubString{String}[""green"", ""fruity"", ""waxy"", ""tropical""]"
CCCCCC1=NC=CS1,"SubString{String}[""green"", ""fatty"", ""earthy"", ""nutty"", ""cocoa"", ""vegetable""]"
CCCC(=O)OCCCCC(C)C,"SubString{String}[""oily"", ""fruity"", ""winey"", ""herbal""]"
CCC(C(=O)OC1CC(CCC1C(C)C)C)O,"SubString{String}[""fresh""]"
CCCCCCOC(=O)C(CC)S,"SubString{String}[""green"", ""fruity"", ""tropical"", ""herbal"", ""grapefruit""]"
CCCOS(=O)(=S)CCC,"SubString{String}[""onion"", ""fresh""]"
CC(=O)CC1=CC=CN1,"SubString{String}[""roasted"", ""meaty"", ""earthy"", ""fruity"", ""burnt""]"
CCC1(COC(=O)O1)C,"SubString{String}[""milky"", ""ethereal""]"
CC(C)CCOC(=O)C(C)C1=CC=CC=C1,"SubString{String}[""fruity"", ""balsamic"", ""sweet""]"
CC(C)C=NCC1=CC=CO1,"SubString{String}[""green"", ""aldehydic"", ""floral"", ""chocolate""]"
CCCCC1=C(N=C(S1)C)C,"SubString{String}[""green"", ""vegetable"", ""nutty"", ""roasted""]"
CC1CC(C2=NC=CN=C12)C,"SubString{String}[""roasted"", ""earthy"", ""nutty"", ""burnt""]"
CCCC(=O)CCCC(=O)OCC,"SubString{String}[""fruity""]"
C/C=C/C(=O)OC/C=C(/C)\CCC=C(C)C,"SubString{String}[""fruity"", ""fresh"", ""rose""]"
CC(=O)OCCCCCCSC(=O)C,"SubString{String}[""sulfurous"", ""fruity"", ""tropical""]"
C/C=C/C=C/C(=O)OCCC(C)C,"SubString{String}[""green"", ""fruity"", ""tropical"", ""waxy"", ""winey""]"
CC/C=C\C/C=C/CCO,"SubString{String}[""apple"", ""green"", ""fatty"", ""banana"", ""vegetable"", ""cucumber""]"
CC1=CC=C(O1)CSSC,"SubString{String}[""roasted"", ""alliaceous"", ""coffee"", ""sulfurous"", ""pungent""]"
CC(=O)CCC1=NC=CS1,"SubString{String}[""nutty"", ""burnt"", ""roasted""]"
CNC1=CC=CC=C1C(=O)OCCC2=CC=CC=C2,"SubString{String}[""grapefruit"", ""orange"", ""citrus""]"
CCCCCCCCCC=CC(=O)OCC,"SubString{String}[""green"", ""fatty"", ""melon"", ""pear""]"
CCCCC(OCC(C)C)OCC(C)C,"SubString{String}[""green"", ""fermented"", ""alcoholic""]"
CCC(OCC)OCCC(C)C,"SubString{String}[""green"", ""fermented"", ""alcoholic"", ""ethereal""]"
CCCCCOC(CCC)OCC,"SubString{String}[""alcoholic"", ""ethereal"", ""green"", ""fermented"", ""cognac""]"
CCCOC(C(C)C)OCC,"SubString{String}[""alcoholic"", ""ethereal"", ""malty"", ""green"", ""cocoa"", ""fermented""]"
CCC1=CN=CC(=N1)C(=O)C,"SubString{String}[""nutty"", ""hazelnut"", ""popcorn""]"
CCCCCCCC=C(CCCCCC)C=O,"SubString{String}[""orange"", ""metallic""]"
CC=CC(=O)OCC1=CC=CO1,"SubString{String}[""earthy"", ""mushroom""]"
CCC(C)COC(C)OCC,"SubString{String}[""alcoholic"", ""ethereal"", ""green"", ""nutty"", ""cognac"", ""pungent""]"
CCC(C)COC(C)OCCC(C)C,"SubString{String}[""alcoholic"", ""ethereal"", ""green"", ""nutty"", ""cognac""]"
CCCCOC(C)OCCC(C)C,"SubString{String}[""vegetable"", ""alcoholic"", ""ethereal"", ""green"", ""cognac""]"
CCOC(C(C)C)OCCC(C)C,"SubString{String}[""alcoholic"", ""ethereal"", ""malty"", ""green"", ""cocoa"", ""fermented""]"
CCCCCOC(C)OCCC(C)C,"SubString{String}[""vegetable"", ""alcoholic"", ""ethereal"", ""green"", ""cognac""]"
CCCOC(C)OCCC(C)C,"SubString{String}[""green"", ""cognac"", ""alcoholic"", ""ethereal""]"
CCC(C)CCCCCCCCCCCCC=O,"SubString{String}[""fatty""]"
CCCCCCOC(=O)C=CCCCCC,"SubString{String}[""fatty""]"
CC(=C)C=CSC,"SubString{String}[""garlic""]"
CCCC=CO,"SubString{String}[""green"", ""sharp""]"
CCCCCC=C(C)O,"SubString{String}[""green"", ""earthy"", ""fruity"", ""herbal"", ""floral""]"
CC(C)C(=O)SCSC,"SubString{String}[""vegetable"", ""roasted"", ""green"", ""fruity"", ""tropical"", ""sulfurous"", ""cheesy""]"
CCCCC=COC(=O)C1=CC=CC=C1,"SubString{String}[""green"", ""woody"", ""balsamic"", ""herbal""]"
CCCCC=COC(=O)C=CCCC,"SubString{String}[""apple"", ""green"", ""fruity"", ""melon"", ""pear"", ""tropical"", ""pineapple""]"
CCCC=CCCCCC=O,"SubString{String}[""green"", ""herbal""]"
C1CCCOC(=O)C=CCC1,"SubString{String}[""tobacco"", ""fruity"", ""coconut"", ""coumarinic""]"
CCCC=CC=CC=CC=O,"SubString{String}[""citrus"", ""oily"", ""fishy"", ""fatty""]"
C1=CSC(=C1)C(=O)CCO,"SubString{String}[""caramellic"", ""meaty"", ""roasted"", ""burnt""]"
CCCCCC(=S)OC,"SubString{String}[""green"", ""fruity"", ""tropical"", ""sulfurous"", ""pineapple"", ""cheesy""]"
C1=CC=C(C=C1)C=C(C=O)C2=CC=CO2,"SubString{String}[""spicy"", ""honey"", ""warm"", ""floral"", ""sweet""]"
CCCCCCCCCCC(=O)OCCC(C)C,"SubString{String}[""rose"", ""oily"", ""brandy""]"
CCCCCCC=COC(=O)CC,"SubString{String}[""apple"", ""green"", ""fruity"", ""banana"", ""waxy"", ""pineapple""]"
CCCCCCCCC=CC=CC=CC=O,"SubString{String}[""fatty""]"
CCCCC=COC(=O)CCC,"SubString{String}[""green"", ""fruity"", ""pineapple"", ""tropical""]"
CCC=CC(=O)OC(C)C,"SubString{String}[""green"", ""fruity"", ""ethereal""]"
CCCCCCCC=CC=CC=CC=O,"SubString{String}[""fatty""]"
CCC=C(C)OC=O,"SubString{String}[""green"", ""fruity"", ""winey"", ""ethereal""]"
CCCCCCCCCC=CC=CC=CC=O,"SubString{String}[""oily"", ""fatty""]"
CC1=CC(C(CC1)C(C)C)S,"SubString{String}[""fruity"", ""tropical"", ""fresh"", ""grapefruit""]"
CCC1(CSSS1)CC,"SubString{String}[""garlic"", ""sulfurous""]"
CCCCC=COC(=O)C(C)C,"SubString{String}[""apple"", ""green"", ""fruity"", ""fresh"", ""pineapple""]"
CCCCCCCC=CC=CC=CC=CC=O,"SubString{String}[""oily"", ""fatty""]"
CCCCCCCCCC=CC(=O)OC,"SubString{String}[""green"", ""fatty"", ""fruity"", ""melon"", ""pear""]"
C(C(C1C(=C(C(=O)O1)O)O)O)O,"SubString{String}[""odorless""]"
CCCCCCCC1C(O1)C=O,"SubString{String}[""citrus""]"
CCCCCC1=NC(=CS1)C,"SubString{String}[""fermented"", ""vegetable""]"
COC1=CC=CC=C1CC2CC2,"SubString{String}[""anisic""]"
CCC1C(=NC(S1)CC(C)C)C,"SubString{String}[""chocolate"", ""vegetable"", ""nutty"", ""roasted""]"
CCC1=C(SC(=N1)C)CC,"SubString{String}[""roasted"", ""green"", ""earthy"", ""nutty"", ""vegetable""]"
CC(C)CCOC(C(C)C)OCCC(C)C,"SubString{String}[""alcoholic"", ""ethereal"", ""malty"", ""green"", ""cocoa"", ""fermented""]"
CC(C)CCOC(CC(C)C)OCCC(C)C,"SubString{String}[""alcoholic"", ""malty"", ""green"", ""cocoa"", ""fermented""]"
CC(=CC(=O)C=C1COC1=O)C,"SubString{String}[""tobacco"", ""camphoreous"", ""tea"", ""sweet"", ""mint""]"
CCCCCCCCCC(=O)OCCC(C)CCC=C(C)C,"SubString{String}[""rose"", ""odorless"", ""waxy"", ""floral""]"
CCCCC=CC1C(CC(=O)O1)C,"SubString{String}[""green"", ""nutty"", ""milky""]"
CCCCCC(=S)OCC=C,"SubString{String}[""fruity"", ""pineapple"", ""tropical""]"
CCCCCC(C)OC(=O)CC(C)C,"SubString{String}[""green"", ""fruity"", ""oily"", ""herbal"", ""winey""]"
CCCCCCCOC(=O)CCC(C)C,"SubString{String}[""oily"", ""fruity"", ""herbal"", ""winey""]"
CCCCCCCCCCOC(=O)CCC(C)C,"SubString{String}[""oily"", ""fruity""]"
CCOC(=O)C(C)CSC,"SubString{String}[""green"", ""alliaceous"", ""fruity"", ""tropical""]"
CCCCCCCCOC(=O)CCC(C)C,"SubString{String}[""green"", ""oily"", ""fruity"", ""cognac""]"
CCCCCCC(=O)CSC,"SubString{String}[""citrus"", ""meaty"", ""tomato"", ""vegetable"", ""cheesy""]"
CCCCCC(=O)CSCCC,"SubString{String}[""black"", ""currant"", ""jasmine"", ""grapefruit"", ""floral"", ""sweet""]"
CCCCCCCC1(CC1)C(=O)O,"SubString{String}[""green"", ""waxy"", ""herbal"", ""woody"", ""balsamic""]"
CC(=C)C(=O)C(C)(C)C1=CC=CC=C1,"SubString{String}[""fruity"", ""floral""]"
CC1C(C=C2C1(C=CCC2(C)C)C)O,"SubString{String}[""fruity""]"
CCCCCCCCCCCCCCCC(=O)OC1CC(CCC1C(C)C)C,"SubString{String}[""waxy"", ""odorless""]"
CCCCCCCCCCCCCC(=O)OCC=CC1=CC=CC=C1,"SubString{String}[""balsamic"", ""waxy"", ""odorless""]"
CCCCCCCC(=O)OC1CC(CCC1C(C)C)C,"SubString{String}[""floral"", ""mint"", ""herbal""]"
CC(=O)OC(C=CC1=CC=CC=C1)OC,"SubString{String}[""floral"", ""fruity"", ""spicy"", ""balsamic""]"
CC(C)C1(CCCCC1)OC(=O)C,"SubString{String}[""fruity"", ""camphoreous"", ""woody"", ""sweet"", ""mint""]"
CC1=C(OC(=N1)C)CC(C)C,"SubString{String}[""roasted"", ""green"", ""earthy"", ""burnt"", ""vegetable""]"
C1CCCCC=CC(=O)OCCCC1,"SubString{String}[""fruity"", ""sweet"", ""mint""]"
CC(OC)OC(C)OCC1=CC=CC=C1,"SubString{String}[""green"", ""fruity"", ""almond"", ""sweet""]"
CCCCCC(OCC(C)C)OCC(C)C,"SubString{String}[""green"", ""oily"", ""apple"", ""cognac""]"
CCCCCC=CO,"SubString{String}[""fruity"", ""fatty""]"
CCCCC=CC(=O)C(C)C,"SubString{String}[""ketonic"", ""fruity"", ""fresh"", ""herbal""]"
CCCC(CC=O)SC(=O)C,"SubString{String}[""grapefruit"", ""sweet"", ""citrus""]"
CCCCCCCCCCCC(=O)OC(C)CCC,"SubString{String}[""oily"", ""fatty"", ""waxy"", ""winey""]"
CCCCC=CC=CO,"SubString{String}[""green"", ""leafy"", ""mushroom""]"
CCCCCCCC=CC=CO,"SubString{String}[""green"", ""mushroom"", ""herbal""]"
CCOC(C)C1=NC=CN=C1,"SubString{String}[""potato"", ""roasted"", ""earthy"", ""nutty"", ""woody""]"
CCCCCCC=CCC(=O)OCC,"SubString{String}[""green"", ""fruity"", ""waxy"", ""pear""]"
CCCCCC(CCCC(=O)OCC)OC=O,"SubString{String}[""dairy""]"
CC(C)/C=C(/CSC)\C=O,"SubString{String}[""spicy"", ""pungent"", ""herbal""]"
CC(C(=O)OCC1CCCO1)S,"SubString{String}[""sulfurous"", ""savory"", ""tropical""]"
C[C@H]1N2CCC[C@H]2S[C@H](S1)C,"SubString{String}[""meaty"", ""roasted""]"
CC(C)CCCOC(=O)CC(C)C,"SubString{String}[""green"", ""fruity"", ""sharp"", ""pungent""]"
CCC1C(=NC(S1)C(C)CC)C,"SubString{String}[""chocolate"", ""vegetable"", ""nutty"", ""roasted""]"
CCCCC=COC(=O)C=CC1=CC=CC=C1,"SubString{String}[""green"", ""balsamic"", ""herbal""]"
CCC=C(C)SC,"SubString{String}[""creamy"", ""meaty"", ""savory"", ""sulfurous""]"
CCCCOC1=C(C=C(C=C1)C=CC)OC,"SubString{String}[""spicy"", ""balsamic"", ""floral"", ""sweet""]"
CC(=CCCC(=CCCC(C)(C1CO1)O)C)C,"SubString{String}[""fruity"", ""floral""]"
CCC1CCC2=NC=CN=C12,"SubString{String}[""roasted"", ""earthy"", ""nutty"", ""coffee"", ""musty""]"
CCC(C(=O)OCC)OC(=O)C,"SubString{String}[""fruity"", ""mint""]"
